title,abstract,organization,investigators,grant_org,grant_money,source,total_participants,male_participants,female_participants,pct_male,pct_female,grant_date,x_axis,y_axis
Pupillary Light Reflex as a Biomarker for Autism,"Pupillary light reflex, Heart rate variability, medical history.",University of Missouri,"Gang Yao, Judith H. Miles, Shawn Christ",University Of Missouri-Columbia,409050,Lab,125,109,16,0.872,0.128,9/30/09,col_03,row_19
Systems biology of ASD,Sequencing and building protein-protein interaction network of brain-expressed alternatively spliced isoforms of autism candidate genes,University of California San Diego,Lilia Iakoucheva,"University Of California, San Diego",1319038,Lab,2,2,0,1,0,9/30/09,col_03,row_20
"The Met Signaling System, Autism and Gastrointestinal Dysfunction.",This dataset contains three types of individuals: with ASD and with gastrointestinal dysfunction; with ASD but without gastrointestinal dysfunction; and without ASD but with gastrointestinal dysfunction.,University of Southern California,Pat R. Levitt,University Of Southern California,570222,Lab,168,127,41,0.755952381,0.244047619,9/30/09,col_03,row_21
Neural and Behavioral Outcomes of Social Skills Groups in Children with ASD,Neuroimaging and phenotypic measures of school-age children undergoing social skills group interventions. The purpose of this investigation is to examine the acute and sustained effects of a CBT-based social skills treatment on social cognition and the neural architecture that supports it. High-functioning children with ASD (8-11 years old) will be randomly assigned to a 12-week cognitive behavioral social skills group or a social play comparison group to control for non-specific therapeutic effects. ... more,Mount Sinai School of Medicine,"A. Ting Wang, Latha V. Soorya",Icahn School Of Medicine At Mount Sinai,578049,Lab,38,33,5,0.868421053,0.131578947,9/30/09,col_04,row_02
Neural Dissection of Hyperactivity/Inattention in Autism,"This data collection is intended to contain neuroimaging and phenotypic and diagnostic data from approximately 100 children with Autism Spectrum Disorder, 50 children with Attention Deficit/Hyperactivity Disorder and 50 typically developing children.",NYU School of Medicine,Francisco Xavier Castellanos,New York University School Of Medicine,2262855,Lab,214,173,41,0.808411215,0.191588785,9/30/09,col_04,row_03
Imaging Brain and Movement in ASD,"This dataset contains diagnostic information, standardized neuropsychological test measures, EEG, structural MRI, and movement-related measures from adolescents with ASD and control adolescents.",University of California San Diego,Jeanne Townsend,"University Of California, San Diego",540654,Lab,66,57,9,0.863636364,0.136363636,9/30/09,col_04,row_04
SFARI - DNA Methylation Analysis Cohort,DNA methylation analysis of peripheral blood cells from siblings discordant for ASD,Emory University,Stephen T Warren,Emory University,3148467,Lab,870,864,6,0.993103448,0.006896552,9/30/09,col_04,row_05
Gross morphological correlates to the minicolumnopathy of autism (ATP postmortem MRI),"Proton density weighted scans of fixed, postmortem brain tissue",University of Louisville,Manuel Casanova,University Of Louisville,546554,Lab,18,13,5,0.722222222,0.277777778,9/30/09,col_04,row_06
Genes disrupted by balanced genomic rearrangements in autism spectrum disorders,Sequencing rearrangements in ASD,Massachusetts General Hospital,James Gusella,Massachusetts General Hospital,617446,Lab,65,38,27,0.584615385,0.415384615,9/30/09,col_04,row_07
Initial Investigation of Prevention of ASD in Infants at Risk,"The project's overall goal is to develop and pilot test a manualized, parent-delivered intervention for symptomatic infants ages 6-11 months of age at high risk for autism that will reduce atypical behaviors and developmental delays and increase developmental rates, thus lessening or preventing the full expression of autism. The intervention will target five behaviors occurring in infants who show abnormal behaviors in the first year of life and later develop autism, as documented by prospective ... more",UC Davis MIND Institute,Sally J. Rogers,University Of California At Davis,527101,Lab,4,3,1,0.75,0.25,9/30/09,col_04,row_08
CBT for anxiety in adolescents with autism,Collection consists of youth with autism and coexisting anxiety undergoing cognitive-behavioral treatment,"University of California, Los Angeles",Jeffrey Wood,University Of California Los Angeles,506742,Lab,27,21,6,0.777777778,0.222222222,9/30/09,col_04,row_09
Gene Expression and Immune Cell Function in Mothers of Children with Autism- Demographics,"This proposal is submitted in response to the following Title: Recovery Act Limited Competition: Research to Address the Heterogeneity in Autism Spectrum Disorders (R21). Request for Applications (RFA) Number: RFA-MH-09-172 Abstract: Though most studies have examined immune abnormalities in children with autism, it is also possible that an aberrant immune response in mothers during vulnerable, critical periods of neurodevelopment could produce neuronal injury in the fetal or neonatal brain, and produce ... more",MIND Institute,Frank Sharp,University Of California At Davis,535645,Lab,151,0,151,0,1,9/30/09,col_04,row_10
Development of a Brief Screener for Research in Autism Spectrum Disorders,This collection contains phenotypic data from subjects diagnosed with ASD as well as subjects with non-ASD diagnoses.,University of Michigan,"Cathy Lord, Ph. D. and Christopher Monk",University Of Michigan At Ann Arbor,996692,Lab,768,591,177,0.76953125,0.23046875,9/30/09,col_04,row_11
The Effects of Oxytocin on Complex Social Cognition in Autism Spectrum Disorders,The Effects of Oxytocin on Complex Social Cognition,Mount Sinai School of Medicine,"Jennifer Bartz, PhD",Icahn School Of Medicine At Mount Sinai,564741,Lab,24,17,7,0.708333333,0.291666667,9/30/09,col_04,row_12
Elucidating the Genetic Architecture of Autism by Deep Genomic Sequencing,ARRA Autism Sequencing Collaboration,Broad Institute,"Mark Daly, Richard Gibbs, Joseph Buxbaum, Gerard Schellenberg and James Sutcliffe",Baylor College Of Medicine,2998515,Lab,2103,1387,716,0.659533999,0.340466001,9/30/09,col_04,row_13
Genomic Identification of Autism Loci,"The goal of this grant is to use a targeted approach to identify the genes responsible for autism. Three different approaches were put forward to focus on genomic regions associated with autism, each was a dedicated specific aim.",University of Washington,Evan E Eichler,University Of Washington,2623078,Lab,6736,4337,2399,0.643853919,0.356146081,9/30/09,col_04,row_14
Computer Adaptive Testing of Adaptive Behavior of Children and Youth with Autism,"The PEDI-CAT (ASD) will facilitate significant advances in ASD research and clinical services by providing a brief but precise, psychometrically sound assessment of daily function in home and community. The instrument will greatly improve the quality of information obtained on the adaptive behavior of children and youth with ASD and make possible more sensitive tracking of changes in this critical outcome across childhood and adolescence.",Boston University,"Wendy Coster, PhD",Boston University (Charles River Campus),568750,Lab,403,339,64,0.841191067,0.158808933,9/30/09,col_04,row_15
Sex specific dissection of autism genetics,SRS and SCQ data for females and males with ASDs,"University of California, San Francisco",Lauren A. Weiss,"University Of California, San Francisco",540750,Lab,340,187,153,0.55,0.45,9/30/09,col_04,row_16
Genomic Profiling and Functional Mutation Analysis in Autism Spectrum Disorders,"This proposal is in response to a request for applications to address ""Genomic Profiling of Mental Disorders"", and proposes intensive genomic profiling and functional analysis of Contactin Associated Protein 2 (CNTNAP2) as well as the presynaptic cytomatrix protein Piccolo (PCLO), in an effort to clarify their roles in Autism Spectrum Disorders (ASD). In addition, the application proposes to deeply sequence genes in the Contactin and Contactin Associated pathways, as well as genes coding for proteins ... more","University of California, San Francisco",Matthew State,Yale University,2245837,Lab,4731,2858,1873,0.604100613,0.395899387,9/30/09,col_04,row_17
Behavioral and Genetic Biomarker Development for Autism and Related Disorders,"This collection represents a family-based study of Autism Spectrum Disorder (ASD) that consists of (1) behavioral and diagnostic assessments of ASD (including social behavior, language, reading, and cognition measures) used to create behavioral biomarkers and (2) the genetic data used for linkage, association, whole genome sequencing studies, and the creation iPSCS into neurons.",Rutgers University,"Linda Brzustowicz, M.D.","Rutgers, The State Univ Of N.J.",993675,Lab,735,433,302,0.589115646,0.410884354,9/30/09,col_04,row_18
Deep sequencing of autism candidate genes in 2000 families from the Simons Simplex Collection (SSC),"343 families from the Simons Simplex Collection. Each family includes father, mother, a proband and an unaffected sibling.",Cold Spring Harbor Laboratory,Michael Wigler,Cold Spring Harbor Laboratory,2779842,Lab,4559,2724,1835,0.597499452,0.402500548,9/30/09,col_04,row_19
