id,listing,title,link,abstract,creation_date,organization,grant_number,grant_org,grant_start,grant_end,grant_money,investigators,total_participants,male_participants,female_participants,source,creation_date_parsed,grant_start_parsed,grant_end_parsed,pct_male,pct_female,year,month,day,column,row
45,82,School-Age Children with Autism with Limited Expressive Language Intervention,https://nda.nih.gov/edit_collection.html?id=1952,School-Age Children with Autism with Limited Expressive Language Skills: An Intervention Study,1/27/12,Kennedy Krieger Institute,R01MH085048,Hugo W. Moser Res Inst Kennedy Krieger,7/16/09,2/28/15,3725900,Rebecca Landa,14,9,5,lab,1/27/12,7/16/09,2/28/15,0.642857143,0.357142857,2009,7,16,3,4
46,44,Child-Initiated Interactions and Autism Intervention,https://nda.nih.gov/edit_collection.html?id=1863,Data for a project to examine specific intervention components during language intervention and social communication.,1/7/11,University of California at Santa Barbara,R34DC010924,University Of California Santa Barbara,9/11/09,8/31/12,739435,Robert Koegel,4,3,1,lab,1/7/11,9/11/09,8/31/12,0.75,0.25,2009,9,11,3,5
47,62,Early Detection of Autism through Acoustic Analysis of Cry,https://nda.nih.gov/edit_collection.html?id=1891,"This team will work collaboratively to develop a new acoustic analysis system for infant cry based on state of the art acoustical engineering and computer technology. In particular, we will utilize advances in digital signal processing to yield more accurate and robust detection and modeling of infant cry acoustics. We will then validate this new system against our current system by using a large data bank of cries already collected, including cries of infants who were later diagnosed with autism ... more",1/27/12,Women & Infants Hospital,R21DC010925,Women And Infants Hospital-Rhode Island,9/11/09,8/31/12,517219,Stephen J. Sheinkopf,769,411,358,lab,1/27/12,9/11/09,8/31/12,0.534460338,0.465539662,2009,9,11,3,6
48,27,Sensory Integration Treatment in ASD,https://nda.nih.gov/edit_collection.html?id=1550,"Sensory integration deficit is a controversial but widely used diagnostic classification in ASD and sensory integration (SI) based treatment is commonly provided to children with autism spectrum disorder, but has an extremely limited evidence base. The purpose of this proposal will be to complete developmental analyses in preparation for a relatively large randomized comparison trial examining the effects of commonly implemented sensory integration treatment techniques on communication development ... more",7/14/10,Vanderbilt University School of Medicine,R34DC010927,Vanderbilt University,9/17/09,8/31/12,681605,Stephen Camarata & Mark Wallace,50,44,6,lab,7/14/10,9/17/09,8/31/12,0.88,0.12,2009,9,17,3,7
49,12,CBT for Anxiety in Adolescents with Autism,https://nda.nih.gov/edit_collection.html?id=20,"The purpose of the research study is to see how well a cognitive-behavioral psychotherapy program works to reduce anxiety in adolescents with autism spectrum disorders. This collection will contain data associated with this project. Including but not limited to the: ADIS, PARS, SACA, ADI-R, ADOS, WISC, and various self report measures completed by the parents and adolescents.",9/1/09,University of South Florida,R34HD065274,University Of South Florida,9/21/09,8/31/11,423402,"Eric A. Storch, Ph.D.",28,21,7,lab,9/1/09,9/21/09,8/31/11,0.75,0.25,2009,9,21,3,8
50,53,AGRE Federated Collection,https://nda.nih.gov/edit_collection.html?id=1879,"AGRE is a DNA repository and family registry, housing a database of genotypic and phenotypic information that is available to autism researchers worldwide.",6/27/11,Autism Speaks,RC1MH089707,"Autism Speaks, Inc.",9/23/09,8/31/12,960080,Clara Lajonchere,7371,4642,2729,lab,6/27/11,9/23/09,8/31/12,0.629765296,0.370234704,2009,9,23,3,9
51,16,Distance to Freeway and Major Road Data,https://nda.nih.gov/edit_collection.html?id=1203,"This collection contains birth address based measures on distance to interstate highway, state highway, major road, and local road for study subjects enrolled in the CHARGE study. **** NOTICE **** Please note that the subjects for this project were pregnant mothers. The phenotype of the child are associated with the mother's data for some of the mothers. The children's clinical data are not available. Contact the PI of this project should you need that information. **** END OF NOTICE ****",9/1/09,University of Southern California,R21ES019002,University Of Southern California,9/28/09,7/31/12,577195,Rob McConnell,1049,846,203,lab,9/1/09,9/28/09,7/31/12,0.806482364,0.193517636,2009,9,28,3,10
52,47,1/2 Development of a Screening Interview for Research Studies of ASD,https://nda.nih.gov/edit_collection.html?id=1866,This collection contains phenotypic data on subjects diagnosed with ASD and subjects with non-ASD diagnoses.,1/11/11,University of Michigan,R01HD065277,Cincinnati Childrens Hosp Med Ctr,9/29/09,8/31/12,736530,"Christoper Monk, Somer Bishop and Cathy Lord",411,302,109,lab,1/11/11,9/29/09,8/31/12,0.734793187,0.265206813,2009,9,29,3,11
53,8,Measuring QALYs in Children with ASDs,https://nda.nih.gov/edit_collection.html?id=15,"Autism spectrum disorders (ASDs) are characterized by impairments in social skills, communication, and cognitive and behavioral functioning. Successful interventions for children with ASDs thus have the potential to not only affect outcomes of the child, but may include substantial health benefits for the family. Guidelines for evaluating the cost-effectiveness of services recommend using the cost per quality adjusted life year (QALY) gained. To date, no studies have attempted to evaluate whether ... more",9/1/09,UAMS - University of Arkansas for Medical Sciences,R01MH089466,Univ Of Arkansas For Med Scis,9/30/09,8/31/12,975561,John Tilford; Karen Kuhlthau,221,189,32,lab,9/1/09,9/30/09,8/31/12,0.85520362,0.14479638,2009,9,30,3,12
55,15,Treatment as usual and peer engagement in Adolescents with High Functioning Autism,https://nda.nih.gov/edit_collection.html?id=1202,"Multi-site RCT contrasting peer-mediated intervention and typical social skills intervention in teens with HFA.********NOTICE********NOTICE********NOTICE*********Subject ages in these datasets are provided in the unit of months, but are not accurate. They are, instead, approximate ages in months.***************************************************",9/1/09,Seattle Children's Hospital,R01HD065291,Seattle Childrens Hospital,9/30/09,8/31/12,772496,"Felice Orlich, PhD",81,67,14,lab,9/1/09,9/30/09,8/31/12,0.827160494,0.172839506,2009,9,30,3,13
56,18,Behavioral Treatment for Autism in Community Settings Using a Telehealth Network,https://nda.nih.gov/edit_collection.html?id=1300,The purpose of this study is to evaluate assessment and treatment procedures for children with autism or a related disorder,9/1/09,University of Iowa,R01MH089607,University Of Iowa,9/30/09,8/31/12,748412,Scott Lindgren,40,36,4,lab,9/1/09,9/30/09,8/31/12,0.9,0.1,2009,9,30,3,14
57,19,Identifying Brain-Based Biomarkers for ASD and their Biological Subtypes,https://nda.nih.gov/edit_collection.html?id=1356,This is a multi-modal brain imaging study of Autism Spectrum Disorders to define biomarkers and subtypes of the disorder.--------------------------------------------------------------------No gradient tables provided for DTI data files. fMRI files headers were cleaned - DOB removed; Spectroscopy files were cleaned - DOB and Physician names removed.,9/1/09,Children's Hospital Los Angeles,R01MH089582,New York State Psychiatric Institute,9/30/09,8/31/12,2431811,Bradley S. Peterson,186,143,43,lab,9/1/09,9/30/09,8/31/12,0.768817204,0.231182796,2009,9,30,3,15
60,22,Pupillary Light Reflex as a Biomarker for Autism,https://nda.nih.gov/edit_collection.html?id=1400,"Pupillary light reflex, Heart rate variability, medical history.",9/1/09,University of Missouri,R21NS070299,University Of Missouri-Columbia,9/30/09,8/31/12,409050,"Gang Yao, Judith H. Miles, Shawn Christ",125,109,16,lab,9/1/09,9/30/09,8/31/12,0.872,0.128,2009,9,30,3,16
61,23,Systems biology of ASD,https://nda.nih.gov/edit_collection.html?id=1401,Sequencing and building protein-protein interaction network of brain-expressed alternatively spliced isoforms of autism candidate genes,9/1/09,University of California San Diego,R01HD065288,"University Of California, San Diego",9/30/09,8/31/12,1319038,Lilia Iakoucheva,2,2,0,lab,9/1/09,9/30/09,8/31/12,1,0,2009,9,30,3,17
65,28,Neural Dissection of Hyperactivity/Inattention in Autism,https://nda.nih.gov/edit_collection.html?id=1551,"This data collection is intended to contain neuroimaging and phenotypic and diagnostic data from approximately 100 children with Autism Spectrum Disorder, 50 children with Attention Deficit/Hyperactivity Disorder and 50 typically developing children.",9/1/09,NYU School of Medicine,R01HD065282,New York University School Of Medicine,9/30/09,8/31/12,2262855,Francisco Xavier Castellanos,214,173,41,lab,9/1/09,9/30/09,8/31/12,0.808411215,0.191588785,2009,9,30,3,18
66,30,Imaging Brain and Movement in ASD,https://nda.nih.gov/edit_collection.html?id=1601,"This dataset contains diagnostic information, standardized neuropsychological test measures, EEG, structural MRI, and movement-related measures from adolescents with ASD and control adolescents.",9/1/09,University of California San Diego,R21NS070296,"University Of California, San Diego",9/30/09,8/31/12,540654,Jeanne Townsend,66,57,9,lab,9/1/09,9/30/09,8/31/12,0.863636364,0.136363636,2009,9,30,3,19
67,31,SFARI - DNA Methylation Analysis Cohort,https://nda.nih.gov/edit_collection.html?id=1650,DNA methylation analysis of peripheral blood cells from siblings discordant for ASD,9/1/09,Emory University,R01MH089606,Emory University,9/30/09,8/31/12,3148467,Stephen T Warren,870,864,6,lab,9/1/09,9/30/09,8/31/12,0.993103448,0.006896552,2009,9,30,3,20
69,34,Genes disrupted by balanced genomic rearrangements in autism spectrum disorders,https://nda.nih.gov/edit_collection.html?id=1700,Sequencing rearrangements in ASD,9/1/09,Massachusetts General Hospital,R21HD065286,Massachusetts General Hospital,9/30/09,8/31/12,617446,James Gusella,65,38,27,lab,9/1/09,9/30/09,8/31/12,0.584615385,0.415384615,2009,9,30,3,21
71,36,CBT for anxiety in adolescents with autism,https://nda.nih.gov/edit_collection.html?id=1850,Collection consists of youth with autism and coexisting anxiety undergoing cognitive-behavioral treatment,9/1/09,"University of California, Los Angeles",R34HD065270,University Of California Los Angeles,9/30/09,8/31/12,506742,Jeffrey Wood,27,21,6,lab,9/1/09,9/30/09,8/31/12,0.777777778,0.222222222,2009,9,30,4,1
54,14,Induced pluripotent cells in ASD with macrocephaly,https://nda.nih.gov/edit_collection.html?id=1201,"R01MH89176 - This project will develop lines of pluripotent cells (iPSC) from a longitudinally acquired cohort of patients with autism spectrum disorders (ASD) and macrocephaly and their family members, as well as typically developing children, using cells obtained by a skin biopsy. We will produce several iPSC lines per individual and characterize them with respect to their biology and their structural genetic variation. The aim is create a resource and analytical tool, which will allow us to examine ... more",6/23/10,Yale University,R01MH089176,Yale University,9/30/09,8/31/12,1987576,Flora Vaccarino,29,20,9,lab,6/23/10,9/30/09,8/31/12,0.689655172,0.310344828,2009,9,30,4,2
58,20,Biological Signatures of Autism,https://nda.nih.gov/edit_collection.html?id=1358,Collection of data associated with the Autism Phenome Project and ARRA grant,7/8/10,"University of California, Davis",R01MH089626,University Of California At Davis,9/30/09,8/31/12,2828090,David G. Amaral,141,109,32,lab,7/8/10,9/30/09,8/31/12,0.773049645,0.226950355,2009,9,30,4,3
59,21,RNA-Seq data from cerebral cortex in control subjects,https://nda.nih.gov/edit_collection.html?id=1360,"RNA-Seq studies of Gene Expression in Cells and Networks in FI (fronto-insular) and AC (anterior cingulate) cortex in Autism. We seek to understand the cellular bases of autism by using a new technology, RNA-Seq, to determine differences in gene expression in autopsy brains of subjects with well described autism versus age and sex matched neurotypical individuals. We have investigated two specific cortical areas involved in self-awareness and social reciprocity which are abnormal in autism and have ... more",7/8/10,California Institute of Technology,R01MH089406,California Institute Of Technology,9/30/09,8/31/12,1115419,John Allman,35,22,13,lab,7/8/10,9/30/09,8/31/12,0.628571429,0.371428571,2009,9,30,4,4
62,24,"The Met Signaling System, Autism and Gastrointestinal Dysfunction.",https://nda.nih.gov/edit_collection.html?id=1450,This dataset contains three types of individuals: with ASD and with gastrointestinal dysfunction; with ASD but without gastrointestinal dysfunction; and without ASD but with gastrointestinal dysfunction.,7/11/10,University of Southern California,R21HD065289,University Of Southern California,9/30/09,8/31/12,570222,Pat R. Levitt,168,127,41,lab,7/11/10,9/30/09,8/31/12,0.755952381,0.244047619,2009,9,30,4,5
